"strategy_id","management_strategy","patient_risk_category","prob_asymp_to_symp","prob_asymp_to_death","prob_symp_to_hf","prob_symp_to_death","prob_hf_to_death","cost_asymptomatic","cost_symptomatic","cost_heart_failure","cost_death","utility_asymptomatic","utility_symptomatic","utility_heart_failure","utility_death"
122,"Standard Care","Moderate Risk",0.109287826726213,0.0190731667820364,0.162110968329944,0.0327748605376109,0.163945324681699,2119.44842850657,11533.6377098178,35687.6589723013,0,0.942354582098778,0.742868920206092,0.483515498635825,0
123,"Standard Care","Moderate Risk",0.11913817493245,0.013551932813134,0.151261710794643,0.0329607566725463,0.141474903486669,2081.86023322185,11632.9956481943,43455.6788064794,0,0.909336116362829,0.772371288365684,0.581107771780808,0
124,"Intensive Monitoring","Low Risk",0.0702067738422193,0.0124688184447587,0.13630220208317,0.0393145360099152,0.181537622082978,4348.82266254268,11017.0909082165,32974.6047931423,0,0.943154537631199,0.754342090082355,0.504571418242995,0
125,"Preventive Surgery","Low Risk",0.0366803882666863,0.0169700024742633,0.0610673638805747,0.0247309716185555,0.179598982408643,6220.02696561131,9508.08099781017,28481.8154998371,0,0.904212313261814,0.786831376957707,0.519325161818415,0
126,"Standard Care","Low Risk",0.0850240856967866,0.0125795020535588,0.156588520482182,0.0330301116080955,0.142551260162145,1483.12368918679,12807.8057979688,32230.5050686285,0,0.925555117882322,0.749634614400566,0.564429798466153,0
127,"Standard Care","Moderate Risk",0.112324840771034,0.0137567117647268,0.203967356053181,0.0220549497520551,0.137473076693714,1883.93306747352,9975.54758572857,34609.8932903377,0,0.945436274562962,0.760197842703201,0.460851039038971,0
128,"Standard Care","Moderate Risk",0.118714906070381,0.0143399624153972,0.206034222384915,0.0361599266435951,0.12533961288631,2121.79425807377,13626.0398052838,38696.4174213822,0,0.918553209444508,0.744159906706773,0.55966932233423,0
129,"Standard Care","Moderate Risk",0.109263278925791,0.0177476852526888,0.183848994970322,0.0390201380522922,0.14540159245953,2022.93694462523,16275.3767195759,37722.5799193479,0,0.91781225556042,0.765937682660297,0.457728385250084,0
130,"Standard Care","High Risk",0.0878550176229328,0.0181096263648942,0.235476727294736,0.0396753748366609,0.160727342888713,1274.60946508655,12743.9774355044,31585.1156678076,0,0.930918352352455,0.792894376581535,0.504521441459656,0
131,"Intensive Monitoring","High Risk",0.0564284074865282,0.0106304285419174,0.142894391622394,0.0319526570895687,0.179924338757992,3493.00482896809,12827.9771629518,30862.7333672953,0,0.933249899279326,0.784905863460153,0.56112212802982,0
132,"Standard Care","Low Risk",0.0858018899150193,0.0199436129932292,0.196174903563224,0.0209856543177739,0.150351404137909,1727.67341789365,12994.8262910513,40942.0758728972,0,0.932603481539991,0.715678767859936,0.543400875781663,0
133,"Preventive Surgery","Moderate Risk",0.0256774625694379,0.0197491575591266,0.118427316001616,0.0274250261858106,0.190482605025172,9125.7813585642,14098.5614107184,43976.5660003999,0,0.935254701063968,0.788197106099688,0.488139357150067,0
134,"Intensive Monitoring","Moderate Risk",0.0731508814287372,0.0198969978885725,0.125959507673979,0.0273530573723838,0.187341045755893,3515.27484669134,13554.0114319198,28642.7531905855,0,0.93338453307515,0.75706513938494,0.512297550961375,0
135,"Standard Care","Low Risk",0.113058620756492,0.0180624533374794,0.176762055768631,0.0202089744573459,0.192840400394052,2408.83858398067,11775.9124150162,29734.0225886811,0,0.909809368953574,0.745728655555286,0.46312385170022,0
136,"Preventive Surgery","Low Risk",0.0480431949230842,0.0108181922836229,0.0694190063141286,0.0295657427283004,0.132241733875126,7483.05216952938,8317.69045657373,39757.856061763,0,0.941671432030853,0.773591089714319,0.467875159601681,0
137,"Intensive Monitoring","Moderate Risk",0.0656559393694624,0.0125455952319317,0.111885460484773,0.0368575268844143,0.147874541208148,4714.32746574408,15173.0318750885,43825.4244481775,0,0.900028731650673,0.794911910872906,0.475031176884659,0
138,"Standard Care","Moderate Risk",0.0813258423749357,0.0112087376182899,0.223260070756078,0.0397137481579557,0.159193383045495,2236.56166695034,15631.581184984,39638.0559592426,0,0.910021974646952,0.74122206592001,0.550416201038752,0
139,"Intensive Monitoring","Moderate Risk",0.0732041859533638,0.0183514529024251,0.105830303337425,0.0233692280109972,0.126656165700406,3727.86324060511,11497.2893008832,32818.5991996692,0,0.906349489162676,0.711754396860488,0.467645957227796,0
140,"Preventive Surgery","Low Risk",0.0257527753035538,0.0161970010283403,0.094372650096193,0.024324742294848,0.172393810600042,9256.14540290374,11092.8261735677,27510.0381581312,0,0.917458093701862,0.732708671223372,0.57994009492686,0
141,"Standard Care","Low Risk",0.10461617953144,0.0182344950479455,0.230266111250967,0.0218091274239123,0.161663218662143,1653.89576072478,11023.1312994079,26541.7694290466,0,0.917980474489741,0.793075100565329,0.467343287577387,0
142,"Standard Care","High Risk",0.106511788619682,0.0114231327292509,0.198168150312267,0.0214472961844876,0.148427338209003,2377.01330336286,12827.4556640519,31946.476261344,0,0.907100170687772,0.707699658628553,0.591378530091606,0
143,"Preventive Surgery","Moderate Risk",0.0380104358284734,0.0173054875875823,0.0993136549461633,0.0267368872370571,0.167061923220754,8288.44184288542,15550.8720169679,40964.3214571442,0,0.902483519702219,0.710540213738568,0.462731479760259,0
144,"Standard Care","Low Risk",0.0861166281253099,0.0146614384604618,0.159842450544238,0.0279955776548013,0.181636821012944,1788.49866837791,11631.0584094858,37915.3947292692,0,0.906726215977687,0.749178290693089,0.570229680743068,0
145,"Intensive Monitoring","Moderate Risk",0.0589397677080706,0.0132715991418809,0.147697383146733,0.0245000906242058,0.178467167299241,3626.36429301665,11908.309042784,32222.4956234768,0,0.922742001747247,0.733018684922717,0.580124256864656,0
146,"Preventive Surgery","Moderate Risk",0.021765350617934,0.0170062833675183,0.105513413813896,0.0381802892684937,0.190920029170811,5617.48965624702,15169.8281094396,29179.7604304504,0,0.908641239267308,0.787322344817221,0.552457988122478,0
147,"Standard Care","Low Risk",0.0817361633013934,0.0157759665302001,0.200965036079288,0.0226088776998222,0.120103390347213,1728.34291621913,11617.7042842224,43133.1110685558,0,0.942910092510283,0.74326896618586,0.592356968857348,0
148,"Intensive Monitoring","Moderate Risk",0.0668393804389052,0.0194107283139601,0.133649650868028,0.0312454819539562,0.199471986219287,4042.08635669747,11334.8766659187,42363.6801929898,0,0.943137841392308,0.780740612675436,0.54934331435943,0
149,"Standard Care","High Risk",0.0880565161071718,0.0147195895644836,0.15032800626941,0.0379434180632234,0.142683191094548,1833.66727602934,12897.7510473961,30601.5967825259,0,0.918615579768084,0.779493319382891,0.589233271346893,0
150,"Intensive Monitoring","Moderate Risk",0.0569286695728079,0.0168116374337114,0.121695768348873,0.0392065466800705,0.195503658726811,3769.05577901182,11157.8198686822,39147.1381568565,0,0.918351312133018,0.727224400010891,0.452824596595019,0
