"state_id","treatment_strategy","patient_risk_group","prob_healthy_to_sick","prob_sick_to_recovered","prob_sick_to_dead","prob_recovered_to_sick","prob_progression","cost_healthy_state","cost_sick_state","cost_recovered_state","cost_treatment_annual","cost_monitoring","utility_healthy","utility_sick","utility_recovered","utility_treatment","cycle_length","time_horizon"
102,"Immediate Treatment","High Risk",0.0660828470252454,0.374211993999779,0.0156697788927704,0.197004697332159,0.287704965774901,1368.36625046797,9005.83221610095,3025.1263729276,10485.349812764,2111.88883988415,0.998646396188997,0.68683902034536,0.889256363501772,0.643782558199018,1,20
103,"Watch and Wait","High Risk",0.0792933009797707,0.603672567848116,0.0378179340716451,0.201659589307383,0.28053936266806,1231.8583264071,9437.80941298132,2625.68775883231,14153.9351400023,1326.65408823142,0.917656797496602,0.5711410661228,0.860264975065365,0.668153409706429,1,19
104,"Watch and Wait","Intermediate Risk",0.0740212848642841,0.339932984579355,0.0229370230715722,0.232578598847613,0.30046047323849,1039.31682024668,7069.98298875184,2682.8077173654,11665.4544480887,2606.68927484453,0.992103481804952,0.528089903970249,0.80659177582711,0.649313059262931,1,14
105,"Combination Therapy","Low Risk",0.110074207885191,0.388436107430607,0.0252263928111643,0.157745863124728,0.264813233283348,734.220437920852,8689.0461089913,3196.54412314623,13242.8227913809,1949.69573301589,0.999956425535493,0.521633197879419,0.815870040422305,0.752084092842415,1,19
106,"Watch and Wait","High Risk",0.0619842222426087,0.658161151409149,0.039887265143916,0.280268759233877,0.233884450560436,1350.01978358167,8803.48555954006,1846.40485831358,9590.66549218392,2036.17469193453,0.942207103478722,0.690597399580292,0.88815155273769,0.696887058066204,1,20
107,"Combination Therapy","Intermediate Risk",0.111767210043035,0.621511824801564,0.0212475556693971,0.162528587458655,0.460139320092276,1178.39635874857,5830.41294280819,3064.53083511547,6381.25720446549,1973.95932394848,0.958092054864392,0.477138762315735,0.835228142351844,0.714677541004494,1,13
108,"Combination Therapy","Low Risk",0.0537440140731633,0.366946034505963,0.0404735306464136,0.275827626790851,0.417503289016895,734.959807891605,10882.5307324024,3238.41159169078,13057.8291474679,2407.47848019522,0.977499086805619,0.412225030502304,0.80910710352473,0.759894743235782,1,14
109,"Watch and Wait","Intermediate Risk",0.112575965351425,0.693925886508077,0.0129209654126316,0.263203169824555,0.480758328805678,1183.33624708345,7670.22517552818,3060.80766874705,11143.4490591039,2216.88590542272,0.92012024349533,0.529695396125317,0.827011441159993,0.704389850003645,1,14
110,"Immediate Treatment","High Risk",0.112195049854927,0.627201518137008,0.0368440230190754,0.259124902961776,0.476828504865989,1147.92419557249,5120.94799815977,3407.61759383122,17598.6473489672,1939.22248116882,0.913695537019521,0.465003780694678,0.827548063849099,0.640011940198019,1,15
111,"Immediate Treatment","High Risk",0.0984318648697808,0.477328265085816,0.0467675046809018,0.286298820516095,0.232923145242967,1133.40052606414,8552.39110114178,3394.24669074206,11307.3086592296,2563.15018800645,0.965499342279509,0.655854219337925,0.83567804414779,0.622352544777095,1,13
112,"Immediate Treatment","Intermediate Risk",0.0942311870399863,0.533902068808675,0.0410499738901854,0.225399917410687,0.298632461531088,1115.07258922713,9554.23375671099,3360.27059859725,15051.4877073059,2405.21076053658,0.966646765195765,0.63603157713078,0.809184282948263,0.752614958724007,1,16
113,"Watch and Wait","Low Risk",0.0626126715913415,0.65460095629096,0.0396189394034445,0.133335167076439,0.420041863434017,1119.2073040631,7886.32756797373,3799.55041931509,10086.455874688,2060.89757256311,0.931883154483512,0.565886645833962,0.823661308991723,0.709675168106332,1,13
114,"Immediate Treatment","Low Risk",0.123974185041152,0.624338937457651,0.0227831416670233,0.229675995931029,0.244727748911828,1098.73899755557,8174.17600751825,2743.96766031955,11257.1259444007,1576.06158294437,0.983161069243215,0.48918084918987,0.842774685658515,0.606183659890667,1,16
115,"Immediate Treatment","Low Risk",0.121243248460814,0.597109859716147,0.0353785295970738,0.194250888517126,0.411166210146621,1196.11740005977,9606.65707255411,3126.89535771086,16078.0684231685,2502.82232424205,0.910258094384335,0.671115845581517,0.859362174407579,0.647862060926855,1,13
116,"Combination Therapy","Low Risk",0.0999338009860367,0.636783912125975,0.0272575879655778,0.277087642345577,0.230404984741472,880.417713694547,7980.83364809912,2910.71320258185,10151.950274604,2294.29913446933,0.967690428788774,0.692941741831601,0.851959555689246,0.795350335771218,1,11
117,"Watch and Wait","High Risk",0.0776477641426027,0.462641877960414,0.0233030550088733,0.252829289482906,0.38507055642549,1041.35912112554,6954.8624344951,3341.10145631033,12790.357213857,1852.03614262432,0.970004607271403,0.646624752366915,0.811823028605431,0.641124960081652,1,18
118,"Combination Therapy","Low Risk",0.115878996858373,0.64913528105244,0.0400958521477878,0.272962776524946,0.433818506170064,1031.84002854817,8058.15326883865,2751.02918886085,13891.973809703,2093.00863528446,0.927543551940471,0.477179489843547,0.865985829639249,0.755934432288632,1,14
119,"Watch and Wait","High Risk",0.0618897649692371,0.662486586812884,0.0108327540941536,0.22467021709308,0.373639334132895,1021.36557481388,9967.64694932712,2680.90680349078,14259.2400999185,1438.20326044864,0.996404871810228,0.500970080099069,0.864325552573428,0.789603160787374,1,19
120,"Immediate Treatment","Low Risk",0.080992669519037,0.656710954289883,0.0255653526261449,0.19509491068311,0.353772087558173,820.122867974904,8359.44793791093,3183.81408284764,7883.98710352239,2341.14840212845,0.948201929219067,0.404651294299401,0.833638349059038,0.653354865545407,1,11
121,"Immediate Treatment","Low Risk",0.112081682239659,0.303321857284755,0.022111406782642,0.286779402894899,0.286294445139356,1053.10329593806,8872.6850013235,2912.1162493097,10178.6547686692,1262.53493029574,0.998087564087473,0.47996521347668,0.872992467368022,0.622700706543401,1,12
122,"Combination Therapy","Low Risk",0.0668500442523509,0.546462562866509,0.0167247843742371,0.228458245657384,0.208519843174145,958.504149738778,11695.335647068,2634.82233209727,10919.2556058183,2299.16144197164,0.928044549608603,0.539001428848133,0.849215983273461,0.691749112121761,1,18
123,"Immediate Treatment","Intermediate Risk",0.0942321090959012,0.481887733750045,0.0346122033521533,0.156252751871943,0.293088357849047,1125.91039971227,7530.39224612833,3001.14409000049,16674.5137128806,1953.61082939921,0.914334035199136,0.580410217633471,0.804821786284447,0.659044127631933,1,20
124,"Immediate Treatment","High Risk",0.128175446810201,0.527274917345494,0.0133662267494947,0.290945929056033,0.335226369835436,1025.0328561133,6858.8168103173,3259.79866825087,13779.6365884148,2138.92063220758,0.967106767720543,0.50366086428985,0.861906132358126,0.621774806408212,1,14
125,"Watch and Wait","Intermediate Risk",0.0836757805896923,0.659758124593645,0.0186543316580355,0.166320946486667,0.226182604511268,855.698808248997,9853.30700739056,2901.2905210777,10133.1999253465,1671.09834825807,0.901455507357605,0.600280963652767,0.892932454240508,0.604164692340419,1,15
126,"Immediate Treatment","Low Risk",0.127670748857781,0.367876174021512,0.0498603119049221,0.28588081006892,0.350039300788194,1121.15206777313,6071.49059067188,2643.43873911229,12315.9137037802,2166.46732250519,0.937819276377559,0.533497262909077,0.81654202376958,0.635086754430085,1,10
127,"Immediate Treatment","Intermediate Risk",0.0619662179611623,0.606750927679241,0.0150354446843266,0.238092397106811,0.499733073543757,1097.2705369034,10423.0117381031,3240.80325593051,12741.6188964924,2363.67739922381,0.994226910616271,0.4386120849289,0.88305369776208,0.636207228666171,1,16
128,"Combination Therapy","Low Risk",0.0541484584100544,0.345224389154464,0.0117836904525757,0.132844655914232,0.25981899194885,898.609832708308,7128.39232088707,2425.92500335011,10124.7532811813,1846.68587017472,0.941183399432339,0.461340611497872,0.824160312511958,0.723392933001742,1,16
129,"Combination Therapy","High Risk",0.081790808076039,0.606464792974293,0.0459541405923665,0.171269995206967,0.471070171683095,929.882529074684,8019.48087889869,2931.61651179068,12898.6945806838,1809.55386650143,0.971569681330584,0.45732147230301,0.892275670892559,0.65072910184972,1,17
130,"Combination Therapy","Intermediate Risk",0.13098366917111,0.409516981430352,0.0304677591007203,0.285243933228776,0.233293973770924,1425.45735984033,11197.3867154159,2896.76007159134,15290.0076961359,2009.64953052493,0.926350175752304,0.473938972176984,0.891596500901505,0.60389678706415,1,20
131,"Combination Therapy","Intermediate Risk",0.132526458264329,0.67767868032679,0.0120386482868344,0.295485176425427,0.38179910548497,1025.54826834714,7179.6740943644,3947.23587301202,16096.4843322168,1739.27059426472,0.915223301830702,0.559091556654312,0.858067480940372,0.76599367018789,1,19
132,"Watch and Wait","Intermediate Risk",0.0538083585677668,0.478393327537924,0.0489385101292282,0.193158116796985,0.297583822300658,901.658088202669,7677.94817861596,1903.53673516215,13889.7180250683,1812.24804005556,0.985705702682026,0.464191630785353,0.800157280662097,0.750175216142088,1,11
133,"Combination Therapy","Intermediate Risk",0.131930664437823,0.516714864596724,0.0163218517787755,0.16121071386151,0.458376049785875,883.956251517531,5412.43578263334,3136.13452929352,10358.281688094,2797.25302027746,0.916750234854408,0.407754711830057,0.89884899482131,0.666270595602691,1,11
134,"Combination Therapy","High Risk",0.0981779734604061,0.364701784588397,0.0419538907706738,0.111554067861289,0.27237194981426,1120.6175435116,5898.31869877745,3126.60494394956,13602.2930514908,1869.19989398485,0.963209076994099,0.502600740664639,0.883042258885689,0.759706055559218,1,12
135,"Immediate Treatment","Low Risk",0.0726449706591666,0.577221416123211,0.0162210504058748,0.227846855157986,0.290040741651319,1076.32037095846,6452.08321095665,3023.9831626849,15114.5154828374,1501.30698648279,0.911980977188796,0.518240582128055,0.879749884014018,0.776171312760562,1,16
136,"Watch and Wait","Low Risk",0.0846468588337302,0.618909746222198,0.0270591480005533,0.28038077019155,0.275010425620712,1118.40339361939,8872.67085173151,3688.68557858274,13981.5499222593,1095.83421577081,0.917013151827268,0.437603772711009,0.885543548502028,0.709729411173612,1,10
137,"Combination Therapy","Intermediate Risk",0.0642848423682153,0.609434635657817,0.017679423680529,0.265620595961809,0.414085960062221,936.288301324413,6042.70479998074,2754.80388143969,11481.6286245142,1731.10609618459,0.961280902475119,0.647324785171077,0.859618785372004,0.792362931929529,1,19
138,"Combination Therapy","Low Risk",0.0949052223004401,0.385315775871277,0.0381238853558898,0.206731546856463,0.203191630425863,883.329679881967,8126.07099763791,2987.48403318551,15832.4047430314,1727.93042438254,0.959916004328988,0.660321297845803,0.891164596634917,0.643055069819093,1,16
139,"Combination Therapy","High Risk",0.0581685936078429,0.381441767234355,0.0420284081157297,0.129828014411032,0.327879662578926,685.201999308594,8299.37357705303,3445.60074831091,11340.2298681861,1844.62810646682,0.964201144338585,0.455191846401431,0.849339777114801,0.674316043127328,1,16
140,"Watch and Wait","Low Risk",0.136351262242533,0.553298666421324,0.0485146316885948,0.266647895984352,0.332193641993217,1130.40898368939,7635.72303327865,2841.53498282663,14119.7365899284,1536.0531982136,0.929179489868693,0.45687304858584,0.834400550718419,0.747368226526305,1,16
141,"Immediate Treatment","Intermediate Risk",0.104078061576001,0.604403204284608,0.0119205952156335,0.273429720336571,0.394745431933552,1398.54326455875,9167.54299654543,2998.07408828046,10557.8960912035,2186.89245594243,0.958766662376001,0.487646804517135,0.814337917836383,0.699082443071529,1,16
142,"Combination Therapy","Low Risk",0.060469984030351,0.623186889197677,0.0330079842265695,0.294751242687926,0.448583223717287,641.039709592444,8555.46740858227,2938.07198666166,11189.3675474984,1046.34955406403,0.954111217684112,0.669882495258935,0.879954215209,0.68389056394808,1,11
143,"Combination Therapy","High Risk",0.13836150362622,0.631568951811641,0.026830078791827,0.115928645711392,0.37466330381576,1127.63704032092,7940.60853725386,3312.19441902181,11260.8454819634,2340.8319729801,0.940605363063514,0.670432715513744,0.871191548369825,0.662141818506643,1,20
144,"Combination Therapy","Low Risk",0.0895318435737863,0.347428363934159,0.0213859350606799,0.271980109997094,0.462870061723515,724.5592441676,8221.421145291,3056.01884298944,18495.7935442699,2051.72641199756,0.996898047556169,0.421880418015644,0.858528757072054,0.792422998789698,1,15
145,"Watch and Wait","Low Risk",0.0624536948278546,0.412537242099643,0.0238069746363908,0.136205011233687,0.285223013767973,924.371019098723,6119.9360563033,2625.92780207653,17531.1532115646,2528.11754329813,0.940617328416556,0.501710706530139,0.851720962207764,0.77031955071725,1,19
146,"Watch and Wait","Low Risk",0.149466465576552,0.638728406652808,0.0470693725068122,0.172364351851866,0.494293011981063,972.981379405964,10488.028622519,2556.47089457996,11210.3999214869,2253.98557345158,0.914893921045587,0.64005101332441,0.826174425403588,0.738528469204903,1,18
147,"Combination Therapy","Intermediate Risk",0.142620177404024,0.343395701330155,0.0462950521614403,0.296852424740791,0.43762592729181,1052.09301193935,8451.73760229755,2956.7829991449,11432.4213242887,2651.17253966766,0.959634241554886,0.469711958081461,0.89423648416996,0.68541225483641,1,16
148,"Immediate Treatment","Intermediate Risk",0.0569662900175899,0.30699868388474,0.0487675254140049,0.189267265377566,0.381382085266523,923.274513946658,8045.73148300394,2098.57766360293,15631.2093836302,2050.44920446054,0.958705810992978,0.48195484993048,0.870981624163687,0.793710679607466,1,18
149,"Watch and Wait","Intermediate Risk",0.137441369565204,0.465365844592452,0.0419674284011126,0.271548433322459,0.443526122719049,1135.58771142168,7503.37966103742,3122.68884801477,12483.4624268463,2154.16120062216,0.963199806050397,0.432733551622368,0.874039473198354,0.629442715831101,1,14
150,"Combination Therapy","High Risk",0.0765464809723198,0.536344755627215,0.0164968551695347,0.132357773045078,0.243919669603929,914.924948350881,7030.37909404294,2399.05011689313,8951.6509446219,1433.47902149813,0.90772529290989,0.565699560218491,0.864443945023231,0.654219767823815,1,10
151,"Watch and Wait","Intermediate Risk",0.112439421797171,0.506526332162321,0.020932494699955,0.137652787659317,0.277534707286395,1039.48744689579,9709.72681411361,3168.92721561885,15976.3790988588,1919.10218145795,0.911539472988807,0.623301944113337,0.821881691599265,0.6868095013313,1,10
152,"Immediate Treatment","Low Risk",0.098362721153535,0.673878510482609,0.0405541839357466,0.141124303359538,0.407685978920199,1196.17507297237,8237.59881533403,4092.35986124337,11947.8524091555,1392.49586846277,0.97310584820807,0.633309644600376,0.834862928604707,0.775111231673509,1,19
153,"Immediate Treatment","Intermediate Risk",0.102364801382646,0.404204963706434,0.0429277398157865,0.10457323519513,0.292724120849743,1194.84762422327,6263.02295747295,4176.11382756879,10685.093094106,2427.56013132695,0.994007137627341,0.508768194611184,0.818395607126877,0.733291472634301,1,20
154,"Combination Therapy","Low Risk",0.107924141245894,0.584280976653099,0.0320583430491388,0.237553413724527,0.459290052880533,1039.29386015997,9289.2124346895,3099.39498909562,11110.790758274,1999.77017949789,0.907471282430924,0.453860772587359,0.832272478635423,0.766762899793685,1,10
155,"Immediate Treatment","Intermediate Risk",0.136073590023443,0.36725921202451,0.0157946887519211,0.100948153669015,0.404339203936979,1157.87819281305,9169.16335906521,2414.36385715218,13126.5143722655,1111.79102484439,0.907875032536685,0.584806522354484,0.88803685430903,0.611122309183702,1,10
156,"Watch and Wait","Intermediate Risk",0.0796911025652662,0.62794894669205,0.0403419425431639,0.176472834823653,0.491115957126021,1228.84143863431,7727.19137248539,3538.09900240582,11293.1723662239,2171.21281151011,0.904439973621629,0.578147387993522,0.839516342617571,0.747607260430232,1,12
157,"Watch and Wait","Low Risk",0.079032750451006,0.60004280982539,0.0134707869961858,0.294899666216224,0.23719172750134,918.5951415528,6929.10359799832,4244.54631243735,15818.4687380615,2116.56937090518,0.910197953088209,0.511785682057962,0.866710122744553,0.741565759433434,1,20
158,"Watch and Wait","Low Risk",0.0895107159158215,0.415998372063041,0.0380319309234619,0.248962564207613,0.437416983977892,789.859791542484,6550.55014770943,2893.06974987145,14275.9148180657,2267.59103734489,0.971130903298035,0.544653272954747,0.869196973135695,0.792363326996565,1,15
159,"Combination Therapy","Intermediate Risk",0.0808225023560226,0.371925214398652,0.0431572209112346,0.281631574034691,0.367773352726363,818.446363887364,8706.99486369467,4071.31753434141,14123.0056938242,2915.9681877205,0.907913872925565,0.553972431388684,0.831873154803179,0.769660564092919,1,14
160,"Watch and Wait","Intermediate Risk",0.136085036909208,0.546916773729026,0.0296726813632995,0.259482219582424,0.476582060498185,974.135819182349,8308.00668660688,3290.7876696575,5185.7532724591,2118.30451839275,0.922647346486338,0.439499804121442,0.847912377864122,0.776132718613371,1,18
161,"Immediate Treatment","Intermediate Risk",0.0927221873775124,0.54492079494521,0.0319044529367238,0.142864974355325,0.284943307004869,1271.27364866193,6471.67538582054,2478.2731367515,14851.9091090952,2500.46183140695,0.997577678458765,0.613706664834171,0.825914338603616,0.668979943357408,1,19
162,"Combination Therapy","Intermediate Risk",0.0928283678600565,0.64628754388541,0.0367759141139686,0.228374115424231,0.400919236219488,959.200885453881,8177.28307757041,2608.03230945929,9738.04388613175,1931.58901107039,0.902436576876789,0.615379189932719,0.808816025871784,0.772897389624268,1,11
163,"Immediate Treatment","High Risk",0.0906742058927193,0.555886580236256,0.0114033633004874,0.117431692732498,0.256845484976657,853.938872767425,8750.13728280401,3558.7951523062,11600.6985844966,1840.70799677977,0.970128019689582,0.430626277532429,0.803643849794753,0.682243211055174,1,15
164,"Immediate Treatment","Low Risk",0.109930760157295,0.336759724002331,0.0145215225871652,0.16901543084532,0.230213781725615,1097.33708620783,8226.02430192191,3431.49923038492,9963.88213463957,2247.99579449143,0.909267459041439,0.403202458587475,0.862117892480455,0.783147170208395,1,20
165,"Watch and Wait","High Risk",0.107277824427001,0.64695086106658,0.0375121426116675,0.295472296560183,0.265117321186699,925.194791248314,10128.879068642,3023.51618360944,11681.3466851465,2367.48156255484,0.949368036375381,0.421739149698988,0.867117524263449,0.621093661477789,1,12
166,"Combination Therapy","High Risk",0.114413819671609,0.6367017313838,0.0132038767822087,0.11341514387168,0.258354879519902,1373.10939997784,10833.1889925379,2002.33626319402,4916.4410554707,1682.63088160077,0.985893189744093,0.681612164503895,0.835681085078977,0.647321036783978,1,11
167,"Immediate Treatment","High Risk",0.133469775877893,0.498196322657168,0.022630623113364,0.262484774459153,0.218184011918493,1209.71620476641,9198.80952696605,2940.91300388512,8370.15054988259,2502.280887481,0.921530184266158,0.500628235703334,0.864471152727492,0.653508987929672,1,14
168,"Watch and Wait","Intermediate Risk",0.115800858917646,0.331749069225043,0.0405787228699774,0.20912601519376,0.491125666094013,962.034601270357,5213.73948592563,2963.85993194839,16151.4693003324,1654.95128699882,0.956978824874386,0.665264318068512,0.877661628555507,0.750887004612014,1,19
169,"Immediate Treatment","Low Risk",0.104352919943631,0.308660201262683,0.0239981601387262,0.149079687334597,0.276071710488759,629.762669739565,9736.20752142567,2490.26484317252,9245.46764935841,1826.28671641472,0.949140063207597,0.474552573519759,0.89375524057541,0.77108625266701,1,14
170,"Watch and Wait","Low Risk",0.11888188184239,0.423586731404066,0.031371235921979,0.129935543285683,0.427793239476159,1315.73999350536,6808.17045742431,3187.56896232651,7994.44433805155,2081.30391064365,0.958235616027378,0.526025399728678,0.811337401205674,0.779523827321827,1,10
171,"Combination Therapy","Intermediate Risk",0.0547430104576051,0.592672429513186,0.0457304679043591,0.187702385429293,0.318310352321714,790.028444882816,5537.95089329649,3270.78268734269,14698.8311814695,2078.95776482705,0.932717808964662,0.660072489990853,0.89636168666184,0.69763372419402,1,19
172,"Combination Therapy","High Risk",0.102178440708667,0.698255569115281,0.0279057441931218,0.248170695919543,0.275646799756214,952.03084322594,8516.10274669932,2751.84170766426,11582.0849183917,2095.77370321225,0.98141257010866,0.499831605516374,0.802815965330228,0.606119432114065,1,14
173,"Immediate Treatment","Low Risk",0.130272808391601,0.482034654915333,0.0231221784744412,0.28775462708436,0.438985372032039,1097.72222215953,8307.05370558278,2984.0444897181,11863.7056847884,1831.3258075282,0.994946011039428,0.547848813049495,0.81143702713307,0.689433480007574,1,11
174,"Immediate Treatment","Intermediate Risk",0.07392633757554,0.578082948829979,0.0118745602667332,0.256038611242548,0.272054871218279,1191.6564580133,7975.25752518635,3252.25205088041,10527.4670523704,1716.5453641207,0.957871605432592,0.590705514699221,0.830933034559712,0.778799932030961,1,15
175,"Watch and Wait","Intermediate Risk",0.147088138526306,0.677862703148276,0.0255730941984803,0.267346165841445,0.244910156307742,1011.63841768295,7118.87673770659,3289.33725366793,9927.57082357215,1933.06305355129,0.96713307602331,0.416201818804257,0.84018626648467,0.610315503785387,1,13
176,"Watch and Wait","Low Risk",0.0976766486885026,0.485523436404765,0.0213803646340966,0.224800824001431,0.253579605836421,1063.49366729733,9083.64206612411,2463.62974717282,15900.8180539688,1861.03061682037,0.90007331292145,0.494111242354847,0.826204792945646,0.628134606871754,1,13
177,"Immediate Treatment","High Risk",0.0506331014214084,0.58269708249718,0.0208103182353079,0.125956226792186,0.481396522931755,940.266628489111,8500.48737709407,3248.77487075465,10033.1444420287,2111.02476201596,0.906454366561957,0.423328030179255,0.819266547588632,0.756511095725,1,12
178,"Watch and Wait","Intermediate Risk",0.0667667933506891,0.634460846241564,0.0330483698472381,0.12992175235413,0.367704609036446,620.489815275624,6448.51697020698,2968.98977252097,8247.78979088747,2026.04643979476,0.95078519526869,0.526773001439869,0.875055330223404,0.614043593639508,1,16
179,"Watch and Wait","Intermediate Risk",0.14248556511011,0.31950967926532,0.0351794633455575,0.224220863031223,0.418730251630768,1124.55464227684,5956.71513758898,2619.53400548551,9644.15508814574,2299.93919784649,0.909961318364367,0.51344067780301,0.855377833847888,0.702534646494314,1,17
180,"Immediate Treatment","Low Risk",0.103720443719067,0.461475802771747,0.0225347645021975,0.145016661193222,0.320386089989915,974.122427296124,5846.35938040482,3962.33173868733,15212.1144134221,1774.37833244735,0.908163292519748,0.577262620558031,0.803078282368369,0.691815246175975,1,16
181,"Combination Therapy","Intermediate Risk",0.119170763599686,0.516264520492405,0.0375487127248198,0.270190390152857,0.267927483236417,1267.76940528787,7882.24474147903,3306.41277353252,6086.8030891767,1902.47347149638,0.977747979178093,0.695021020923741,0.891007048543543,0.689174669329077,1,12
182,"Combination Therapy","Intermediate Risk",0.0863957214169204,0.593186500668526,0.0312956782896072,0.16230698004365,0.251946640317328,1276.14063422593,8921.27215795922,3583.89274987414,12140.1041514377,2582.02407255944,0.917534909583628,0.538688477990217,0.814263568120077,0.60863697710447,1,11
183,"Combination Therapy","High Risk",0.125558904837817,0.358354039490223,0.0403997783362865,0.257303208298981,0.497222912381403,1019.85934223258,9698.95382606865,2774.68299502022,11452.8414188834,2133.49575798136,0.91652717422694,0.524385110591538,0.843959793332033,0.636732080671936,1,10
184,"Immediate Treatment","High Risk",0.0952901336830109,0.446079741604626,0.0359937289729714,0.211704615550116,0.466299240104854,690.211653977005,9692.80315279486,2203.58469770991,6502.1739995501,1532.36748107272,0.905165217909962,0.686915653641336,0.844986381568015,0.643869332363829,1,19
185,"Immediate Treatment","High Risk",0.0785376122919843,0.307994811236858,0.0298753752652556,0.261835873126984,0.22382376876194,1008.58784043096,8294.51723488606,2721.2074645137,13582.9930412625,2240.14254040577,0.95721963730175,0.459966580150649,0.865888419747353,0.613102083746344,1,20
186,"Immediate Treatment","Intermediate Risk",0.0635864194715396,0.303702302090824,0.0278126808162779,0.29815520895645,0.352221952495165,929.602499647475,7774.68709000741,3512.30823702913,11555.6185014711,2026.70722546792,0.964397252793424,0.510559022449888,0.823077881312929,0.760331359365955,1,17
187,"Immediate Treatment","Low Risk",0.132765702856705,0.61840041866526,0.0228230910748243,0.156307742325589,0.467206615977921,861.891047575899,8750.71922162653,3328.03436139662,10776.8783687616,1557.28128660708,0.929214112670161,0.53286313037388,0.899796473816968,0.604543850384653,1,15
188,"Watch and Wait","High Risk",0.0888559129554778,0.572669975180179,0.0366210523433983,0.135722337802872,0.432717239763588,1015.4268594018,8338.76705462795,4015.5387526676,16811.8194973406,1617.80761498663,0.998886281461455,0.457209579274058,0.842416807962582,0.706633551139385,1,13
189,"Watch and Wait","High Risk",0.129351904965006,0.310438465699553,0.0103079301863909,0.244221531180665,0.229377046157606,971.202129220394,7859.86796472517,2422.58061519195,9057.0707714308,2088.76321409056,0.941893387725577,0.459281621221453,0.825370906759054,0.674831296596676,1,11
190,"Immediate Treatment","High Risk",0.0637915021274239,0.421802969742566,0.0261591093521565,0.103101751301438,0.305584830627777,1070.6770207729,8418.28077112111,2842.77555966015,11201.8283175112,2134.04982900637,0.968670955207199,0.438610208430327,0.811540007474832,0.780123741319403,1,13
191,"Combination Therapy","Intermediate Risk",0.100614844285883,0.679336199257523,0.0438698396645486,0.294987115450203,0.421627887780778,940.497012365381,7308.69968082606,3114.4983326863,14414.8293594911,1969.72992108663,0.95596612286754,0.636332593415864,0.848207551636733,0.626906428625807,1,10
192,"Immediate Treatment","Intermediate Risk",0.0842494180193171,0.413247404247522,0.025004346081987,0.190416625933722,0.370832009147853,1111.06523580306,12635.9718598637,3235.37214464256,7413.91244759144,1976.22725071855,0.997332963882945,0.485706962645054,0.820489744958468,0.721748643461615,1,17
193,"Combination Therapy","High Risk",0.135427104518749,0.443481193576008,0.0436713119596243,0.109702273411676,0.363280331809074,936.128377899393,4065.86119802701,2898.41305525246,9604.72994777678,1849.4572570236,0.984513400285505,0.474068742548116,0.811454249871895,0.697718951432034,1,16
194,"Watch and Wait","Intermediate Risk",0.120087099983357,0.500605944450945,0.0259882671479136,0.14013322214596,0.454796140966937,844.959067972105,10254.650748522,3699.51357080737,12143.2925314267,2451.30919200018,0.940821890439838,0.449479857739061,0.817890851735137,0.60870547639206,1,18
195,"Combination Therapy","Intermediate Risk",0.125874926173128,0.40612255949527,0.0393806560803205,0.121032473817468,0.283201797795482,1094.22726029588,11786.2143971683,3409.83723430774,12860.536931516,2362.59451282347,0.952433364861645,0.435304340347648,0.806537706358358,0.675922158360481,1,10
196,"Combination Therapy","Low Risk",0.109499765303917,0.664116514474153,0.0395420766435564,0.102982248924673,0.425117616471834,1309.52426079246,8035.32491582821,3335.81521155754,7755.17482586696,1289.2399450514,0.92954801148735,0.648307474399917,0.80405910294503,0.625032925186679,1,19
197,"Watch and Wait","Intermediate Risk",0.0973539293976501,0.372230307012796,0.0230571211967617,0.286451033921912,0.254739044047892,326.979195452257,9473.54977761541,2870.75172898213,16628.2780688909,1459.4508530707,0.953521839273162,0.503607001341879,0.813633758574724,0.758929318282753,1,17
198,"Watch and Wait","Intermediate Risk",0.131550382496789,0.546471731737256,0.0417678194586188,0.138195054326206,0.448015886638314,640.343065186641,7436.99596401133,3599.00742110069,11660.0064172536,2143.80536045915,0.978409610595554,0.579349792539142,0.864915399043821,0.712695060344413,1,19
199,"Watch and Wait","Intermediate Risk",0.142039512330666,0.319164102058858,0.0424391096457839,0.294081585668027,0.379846857837401,741.339965442571,9719.98987851497,3187.64975991562,7757.90257658743,1588.26567431988,0.979316131770611,0.486490587191656,0.894632295030169,0.697152985818684,1,13
200,"Combination Therapy","Intermediate Risk",0.118721379013732,0.620018554199487,0.0496096318867058,0.170871729589999,0.21016331051942,1126.09131329146,9576.11353890498,2688.06095184443,8092.22981087515,1544.4419021148,0.910521700675599,0.537495100335218,0.829422986740247,0.666922442568466,1,11
