"scenario_id","screening_strategy","screening_method","target_population","sensitivity","specificity","positive_predictive_value","negative_predictive_value","disease_prevalence","prob_early_detection","prob_cure_early","prob_cure_late","cost_screening_test","cost_diagnostic_workup","cost_treatment_early","cost_treatment_late","cost_false_positive","utility_healthy","utility_early_disease","utility_late_disease","utility_cured","utility_false_positive_anxiety","life_years_gained","quality_adjusted_life_years"
76,"Annual Screening","Method B","General Population",0.795933576172683,0.804472139207646,0.457857497036457,0.99674551568483,0.00235785499680787,0.612895040027797,0.915711842547171,0.221000122814439,490.778061429289,1708.61955082369,13587.2627908831,75324.8876634582,1028.06066474076,0.999353531084489,0.890279783587903,0.466213015560061,0.919946571602486,0.86585592192132,5.27902610189442,1.16286803303894
77,"Risk-Based Screening","Method B","General Population",0.799832836654969,0.819884545216337,0.407041275501251,0.967116834498476,0.0029819546667859,0.773723786976188,0.844186745537445,0.346262274263427,417.637743943776,1882.76184387523,23540.4041181217,114722.252894022,1488.38624079017,0.982693166367244,0.843511544447392,0.517062269151211,0.943990839296021,0.901368528231978,2.04045332708516,1.78949429011572
78,"Risk-Based Screening","Method B","High Risk",0.720023806660902,0.874268134180456,0.241437777131796,0.951860167999286,0.0365848528034985,0.856030474416912,0.824234563531354,0.366060493281111,335.193587805589,1343.20397426782,22327.9103216159,81543.0784131676,1624.03106253395,0.978166987304576,0.895973782334477,0.475059789139777,0.913214540411718,0.87021718476899,6.01030313813389,4.81898008476328
79,"Risk-Based Screening","Method B","General Population",0.787253055593464,0.80681146803312,0.247041801176965,0.956602936542127,0.00360541588347405,0.779709489340894,0.839009823906235,0.496334212156944,594.430945826537,1305.0475336118,24570.2444239603,89423.0720768317,1545.47656173708,0.984560969180893,0.828192968503572,0.513744985451922,0.925718085619155,0.922052093129605,1.73112489553486,1.50508402784543
80,"No Screening","Method A","Genetic Risk",0.801026536547579,0.86142946484033,0.455491094663739,0.969113441418391,0.134420531301294,0.719975189818069,0.884661479236092,0.423025238141418,254.510192493525,1595.0885880683,14360.0494938014,90773.3527932732,1873.56093859802,0.967979868000839,0.825407755398192,0.478201559558511,0.902313108951785,0.906224769540131,6.55405417099979,5.63207609972747
81,"No Screening","Method B","Genetic Risk",0.789832973957527,0.808621137649752,0.486707843653858,0.970984394394094,0.126380364538636,0.606128013250418,0.856059090211056,0.301524443388917,483.798474135455,2268.98142621291,27104.3187574818,92164.828221072,1921.4256997273,0.97585951089859,0.84977683017496,0.496617535827681,0.928256671421695,0.856802319572307,1.63300770783337,4.30381298232284
82,"Biennial Screening","Method B","General Population",0.719431325956248,0.898532038186677,0.493706534523517,0.986466283070855,0.00271045770309865,0.769545812252909,0.915133655862883,0.286175875854678,512.477819226619,1843.23431621524,31902.4692971073,99760.0855966926,1257.16678306677,0.974922677723225,0.86625107913278,0.509646200109273,0.926571962505113,0.872706808359362,2.58944924888277,6.18489656870505
83,"No Screening","Method C","General Population",0.721905515692197,0.939183976752684,0.193053611274809,0.963632505482761,0.00204550645221025,0.828747963323258,0.884286439709831,0.291918165725656,1052.17269419953,2481.96803643945,16458.1080292799,76052.9593577042,1774.43891670212,0.956343000289053,0.820728599978611,0.548258566111326,0.946214010613039,0.934225173271261,3.28460124114374,3.88401691592598
84,"Risk-Based Screening","Method B","General Population",0.897536707797553,0.919755165963434,0.364647171460092,0.959931474513141,0.00449937982764095,0.667613375745714,0.922489839419723,0.435898580914363,381.809380291887,2141.70999508598,17713.8909523945,51909.9596906132,1309.52903593303,0.955727874033619,0.81048506712541,0.402609463874251,0.906813371099997,0.919110499299131,6.49684793096508,4.45096880418412
85,"Risk-Based Screening","Method B","High Risk",0.850902311026584,0.886878903848119,0.417081688158214,0.992044658855302,0.0147527932841331,0.780959731643088,0.862074185605161,0.201310935383663,260.707214017628,2837.87076267087,33017.0965630502,113495.281692501,1899.10203091733,0.951895297889132,0.816190093383193,0.558514309301972,0.912828610115685,0.926149649661966,7.8412507579031,4.81418984139078
86,"Annual Screening","Method A","High Risk",0.821432927728165,0.94118377785664,0.392200113181025,0.955058137351414,0.0369303277507424,0.623792718630284,0.940143946721218,0.431584153417498,223.421617255473,1517.42465187194,25924.59116183,74957.358670541,1766.26971035125,0.991733120335266,0.830756455846131,0.571807511802763,0.946384894324001,0.895376023114659,7.17473759812468,4.36150246422936
87,"Biennial Screening","Method C","Genetic Risk",0.896568451006897,0.886222080942243,0.326731263101101,0.982224872130435,0.0654848730308004,0.846303898002952,0.949806277663447,0.396891712676734,744.484339323266,1375.90560914157,22911.4108203662,76125.5945231727,1365.08013606218,0.990286804793868,0.836531888809986,0.594756843009964,0.909358596091624,0.947492567123845,1.9710663427423,4.35069260366695
88,"No Screening","Method C","Genetic Risk",0.767300116410479,0.883961382792331,0.2251155173406,0.983184772223933,0.120536967471708,0.668118748837151,0.905253769131377,0.314070431073196,967.051060254475,2269.36110036275,30935.7821245796,102947.701323593,930.243804094212,0.98792978435522,0.840131858736277,0.466664556972682,0.902726653637364,0.911438153847121,4.31774317918039,4.50588746713945
89,"No Screening","Method C","Genetic Risk",0.817164684692398,0.948016712279059,0.377942252252251,0.974573389507364,0.155925366084557,0.736732325982302,0.921243068866897,0.216846471326426,1164.50053797153,1829.30095140553,18110.562360725,87160.2769237391,1975.58177418396,0.995830235537142,0.886654271371663,0.558047358877957,0.94360838792054,0.946123663033359,3.74400046005253,3.23051791695644
90,"Annual Screening","Method C","High Risk",0.831356516561937,0.884171148384921,0.370961436908692,0.993824571967125,0.025473347324878,0.72810208608862,0.857897667447105,0.486297197081149,1097.56839196889,1532.12902682143,30849.5216071041,61815.9365125798,1465.46157473998,0.957969838497229,0.826201653317548,0.45886321128346,0.921205963229295,0.909455147664994,2.17960575708793,3.58230249864864
91,"Biennial Screening","Method A","Genetic Risk",0.917839639808517,0.958986222911626,0.481276203691959,0.960100850628922,0.0899313742062077,0.683149852836505,0.821656749269459,0.342379059572704,138.711081113618,1373.15762799593,17667.2773062662,84017.9336269213,1321.95690197009,0.989530660025775,0.823564893612638,0.465264881867915,0.949713980406523,0.906239833403379,4.97547946263731,6.52212255346517
92,"No Screening","Method A","Genetic Risk",0.927342754835263,0.843158682454377,0.316207674052566,0.951265774420928,0.16096383278491,0.818233392667025,0.820061839406844,0.380608442658559,202.419474200276,1673.32434216573,33683.0637190412,57117.1894179522,1318.01724983109,0.993768195144366,0.841047490108758,0.404334172885865,0.927025716472417,0.874207250541076,6.58883154780942,4.54159186332563
93,"Annual Screening","Method B","Genetic Risk",0.866420272435062,0.815493812309578,0.158362592104822,0.983592102320166,0.136938891815953,0.764540516864508,0.803168820997235,0.384559444524348,364.096008729977,1976.57855430912,22821.2990613396,76589.5406967245,1996.92212114956,0.975367268035188,0.830383837991394,0.494530736934394,0.927445491752587,0.916534563200548,5.72352098827213,4.99808477502834
94,"Risk-Based Screening","Method C","Genetic Risk",0.738970349007286,0.80314843242988,0.245382930897176,0.997771563977469,0.174689860106446,0.63599495308008,0.885788017848972,0.484007725003175,1060.70544395246,2339.19889850649,27040.0341998301,47414.3146701509,2351.70192533229,0.977889012219384,0.825621593580581,0.502311306120828,0.910588592092972,0.943244201596826,8.11708066559963,3.41665568368426
95,"Biennial Screening","Method A","General Population",0.859049469628371,0.923376255589537,0.439267799258232,0.981692506806692,0.0020795343471691,0.64744822899811,0.943191202811431,0.207884208182804,138.042992494954,2208.53644669125,34510.3983473066,86957.2918774061,1661.60037327275,0.956324935471639,0.833742261352018,0.505449748458341,0.944027694314718,0.877365450630896,4.96270503920011,5.48981588615436
96,"Annual Screening","Method B","Genetic Risk",0.79153868816793,0.926753030549735,0.431990138534457,0.968062667469028,0.13742091411259,0.771014109137468,0.875482803245541,0.346950785373338,499.722236680779,1967.60793479416,23636.3798260202,56030.9661700177,1362.41934694877,0.978171869320795,0.868985481909476,0.562322252662852,0.921534170769155,0.870172160887159,4.18746440873167,5.01506886066563
97,"No Screening","Method C","Genetic Risk",0.885850386333186,0.970478437826969,0.137764080706984,0.963391719155246,0.13942968173651,0.864248719043098,0.846099844004493,0.489876482635736,914.39172672385,2027.08168859095,25500.587753214,61860.243889957,1853.88704748108,0.968890658556484,0.809632344939746,0.562020557653159,0.910999627655838,0.94289446878247,5.35569072945867,3.69891533505117
98,"No Screening","Method B","High Risk",0.702442374126986,0.832445666817948,0.226173152215779,0.974663720571436,0.0459962692763656,0.772248695720918,0.883649822883308,0.361871607205831,617.555880002615,1845.01823627806,13527.3999669683,51832.7717264732,1682.71252757647,0.958169912174344,0.810133700910956,0.483044881559908,0.913989634695463,0.905974254989997,4.09520507527645,4.43270229331234
99,"Risk-Based Screening","Method B","High Risk",0.861471289058682,0.971828189273365,0.363857696019113,0.995161448838655,0.0289671196509153,0.627789225289598,0.942323673074134,0.244435668014921,617.76067492362,1993.10850987089,23848.3702434391,89888.5220992765,1717.82413653088,0.980518757074606,0.822896235692315,0.571455995133147,0.915829904773273,0.903079265682027,5.38083346969416,3.00690066525348
100,"No Screening","Method B","Genetic Risk",0.854718575475272,0.889163141651079,0.249355904012918,0.951246936395764,0.150301633204799,0.818540518032387,0.947115883685183,0.460498426668346,629.99024919628,2354.64684276086,28378.4588627955,62159.9412908523,1657.98471208145,0.976458821992855,0.814656078349799,0.485964531917125,0.939091411523987,0.914474624814466,4.52669049924259,5.36879251632987
101,"Biennial Screening","Method A","General Population",0.758967819961254,0.890319048720412,0.126005907263607,0.984854494654341,0.00123524576239288,0.779030022094958,0.846188628475647,0.442588668805547,158.622148397927,1633.29267650007,28000.1566806329,56448.5350852272,1505.44473498053,0.999449329206254,0.81891097552143,0.524063280085102,0.943040399299934,0.863998155342415,5.25100971825411,3.27573252267819
102,"No Screening","Method B","High Risk",0.90319683541311,0.970465759150684,0.149167731311172,0.953968408379238,0.0275274779368192,0.69436907528434,0.824060524138622,0.395590784028172,434.984544460152,1499.70196508756,21659.8013107683,42107.8825005878,2107.06081516753,0.96548789240187,0.853730044397526,0.550882083410397,0.944774299871642,0.88166792220436,3.38786915202688,4.9545631496647
103,"Risk-Based Screening","Method B","General Population",0.934559052565601,0.948214928111993,0.178915532585233,0.991001392972423,0.00139688353426754,0.795891156233847,0.841366141976323,0.267475016159005,404.659428892776,1679.8067208081,19345.2062562416,99609.9846116719,1463.68604409878,0.968387040460948,0.809895023703575,0.509880765667185,0.906670334713999,0.937136318837292,5.46036081561959,6.32439006804074
104,"No Screening","Method A","High Risk",0.897629852569662,0.902599580204114,0.104922026209533,0.956731586023467,0.0438573496509343,0.613048856891692,0.828784452623222,0.429956428683363,178.418406849346,1895.53898410194,24812.5289627919,73606.7888579499,1886.47299630233,0.963576337427366,0.823542293673381,0.542783379135653,0.943667625531089,0.913914806558751,7.64640711501401,6.94161160265982
105,"Annual Screening","Method A","General Population",0.756778445432428,0.938196721705608,0.203568177111447,0.963664939656854,0.00443951898440719,0.707737430068664,0.879545885440894,0.223114560847171,153.318857813579,1964.60563557525,34987.9833991105,63031.0310775232,1528.82540011095,0.989382251689676,0.85543429532554,0.477777959546074,0.908124246017542,0.935246167774312,0.961932396281806,2.70341289670641
106,"Annual Screening","Method A","High Risk",0.817421365634073,0.892338171871379,0.285548005066812,0.950571386768017,0.0159663409180939,0.819959344156086,0.840593626210466,0.361890470189974,140.793601731453,2204.20851574851,27085.8010274608,69073.5629998438,2071.83746106991,0.993620309326798,0.892307815258391,0.407762200012803,0.914406931132544,0.86717278463766,3.32469919796762,3.02679301455483
107,"Annual Screening","Method B","Genetic Risk",0.720846572762821,0.97298737521749,0.107425703946501,0.99048274214007,0.113909446680918,0.785549005446956,0.877512711565942,0.253003034484573,523.308365187437,1555.53453177105,21028.845567764,53798.2513025259,1117.36691165978,0.979141519311815,0.83839806553442,0.410429553408176,0.948506969981827,0.931725334236398,5.04232490467342,4.75624106023058
108,"No Screening","Method C","High Risk",0.814358190563507,0.961782075194642,0.34966559978202,0.976423786478583,0.0128749605640769,0.803411804884672,0.823857594176661,0.415103793214075,860.148121541933,1887.3672885776,31728.498167046,101853.659761225,1588.000539656,0.968401034653652,0.826254373649135,0.599163752468303,0.909402430336922,0.936144127091393,3.04191494870751,3.07013019562033
109,"Biennial Screening","Method C","Genetic Risk",0.774438097130042,0.972947967071086,0.242283035535365,0.973236094746506,0.123307999304961,0.665334242605604,0.810668169660494,0.348501556133851,1062.58794811683,1671.97923342872,29945.2544331112,72683.3428607972,1834.59358463012,0.956035554956179,0.832272488693707,0.490806411067024,0.902759123616852,0.933213011757471,6.85479848473864,2.9980319784131
110,"Annual Screening","Method B","Genetic Risk",0.74061505041318,0.918543122396804,0.307868517003953,0.978189444805728,0.0746611455804668,0.814654521318153,0.930857530341018,0.411207962781191,559.782064419332,1581.86742786229,24187.0877140049,71340.6217033971,1564.62633240558,0.987931685487274,0.829025367554277,0.530518361972645,0.904532189446036,0.864600451290607,4.6610632638868,7.01902885906097
111,"Biennial Screening","Method C","Genetic Risk",0.844710091350134,0.830263107116334,0.135182905942202,0.96957959328522,0.160933910298627,0.885061219590716,0.886355178349186,0.320992560638115,1031.96324166156,2778.50796188148,22039.2530341378,91351.5604849672,1557.72690388165,0.984899175388273,0.892938969354145,0.499937879899517,0.940355471835937,0.92717142291367,5.93294469083799,6.9228893178141
112,"Risk-Based Screening","Method B","High Risk",0.79575664048316,0.959882158380933,0.20759756937623,0.990679090479854,0.0400285767856985,0.741905774502084,0.806053990672808,0.274985876493156,454.753201788954,1764.04691737385,20807.8439904177,94713.5435676958,1494.35011619049,0.955882259900682,0.888347614416853,0.538029007101432,0.923868449404836,0.879109544190578,5.14696812588998,5.06396263916315
113,"Biennial Screening","Method A","General Population",0.737162295135204,0.838771756063216,0.100010541453958,0.959456213630969,0.00259079117700458,0.866656842408702,0.901765188027639,0.37158008820843,135.121553228396,2269.45035427567,27872.9722767116,91001.4998983751,1823.44844715782,0.960834996635094,0.831753095961176,0.504634367721155,0.9447451125714,0.934988928725943,1.24308419472068,6.07958723443991
114,"Annual Screening","Method B","Genetic Risk",0.890991988696624,0.966543355234899,0.208083969447762,0.997877901541069,0.199576765543316,0.678696154151112,0.879511481709778,0.495009396690875,502.859584477404,1370.316751583,30930.5100311196,67112.9899298622,2027.46462855813,0.958427089615725,0.819800941087306,0.504138101125136,0.922074928169604,0.869942254060879,1.89922808011819,3.02843596517359
115,"Biennial Screening","Method A","High Risk",0.91382228640141,0.976598357190378,0.273663807753474,0.950668242092012,0.0358966753259301,0.68907943808008,0.905383526755031,0.447755859955214,103.115013457098,2344.42725858521,23576.0187038395,56493.7313372011,1284.937081569,0.989990067889448,0.83048032282386,0.491236876090989,0.94562646195991,0.909342995239422,5.56964977236325,4.04778574482466
116,"Risk-Based Screening","Method B","General Population",0.702026890579145,0.936329829548486,0.231183825060725,0.975709776235511,0.00426873518712819,0.884404379152693,0.910154247039463,0.463308115000837,445.876634007464,1299.35167728916,15476.589013162,68353.6730382408,1668.4182357997,0.986108575912658,0.824806912522763,0.475590891158208,0.914773373655044,0.889111481769942,4.72365285904791,5.38563316836521
117,"Annual Screening","Method C","Genetic Risk",0.846471795917023,0.920992652210407,0.399264295678586,0.958819108269876,0.0935317781753838,0.869011044851504,0.882419332256541,0.237367049814202,1099.83416964216,2807.71093891596,26834.1034671522,77335.7277375889,2137.69933724367,0.989401828940026,0.804351385566406,0.483040175633505,0.927272916375659,0.945613336586393,6.82657193218009,5.88724061952429
118,"No Screening","Method C","General Population",0.900039497343823,0.847022184389643,0.4931372362189,0.960787304294296,0.00253957017976791,0.782412685872987,0.862423798837699,0.216203837865032,790.675879489531,1863.58437380791,26635.3441493462,74647.293684382,1235.38147076097,0.986071402544621,0.869214948127046,0.526818194240332,0.903206522611436,0.94189820678439,6.86435275921079,2.65114769667478
119,"Annual Screening","Method C","High Risk",0.736502591043245,0.860846015396528,0.146625556610525,0.96975886746496,0.0313252620398998,0.771259423694573,0.82115988911828,0.216054697404616,1048.83312541551,2022.61470155213,15917.4691623567,93785.4656947819,1694.43660477242,0.97796890696045,0.88183129997924,0.440094596287236,0.930613613652531,0.915839211456478,1.45407889649897,1.97054088279683
120,"Annual Screening","Method C","Genetic Risk",0.729781236022245,0.92393778078258,0.41769757354632,0.996659337536432,0.134255647007376,0.695122268632986,0.87280629479792,0.485380952665582,952.030418349716,2507.56081201631,34948.465541741,89769.4993550503,1601.85140476485,0.964382318931166,0.897431111498736,0.49025269979611,0.94237620967906,0.857676915987395,4.71532709521726,7.66654182059898
