os,r_version,filename,url
win64,R4.1.2,jsurvival-0.0.2.02.jmo,https://library.jamovi.org/win64/R4.1.2/jsurvival-0.0.2.02.jmo
win64,R4.1.2,jsurvival-0.0.2.05.jmo,https://library.jamovi.org/win64/R4.1.2/jsurvival-0.0.2.05.jmo
win64,R4.1.2,meddecide-0.0.2.08.jmo,https://library.jamovi.org/win64/R4.1.2/meddecide-0.0.2.08.jmo
win64,R4.1.3,ClinicoPathDescriptives-0.0.2.26.jmo,https://library.jamovi.org/win64/R4.1.3/ClinicoPathDescriptives-0.0.2.26.jmo
win64,R4.1.3,jjstatsplot-0.0.2.02.jmo,https://library.jamovi.org/win64/R4.1.3/jjstatsplot-0.0.2.02.jmo
win64,R4.1.3,jjstatsplot-0.0.2.05.jmo,https://library.jamovi.org/win64/R4.1.3/jjstatsplot-0.0.2.05.jmo
win64,R4.1.3,jjstatsplot-0.0.2.23.jmo,https://library.jamovi.org/win64/R4.1.3/jjstatsplot-0.0.2.23.jmo
win64,R4.1.3,jjstatsplot-0.0.2.26.jmo,https://library.jamovi.org/win64/R4.1.3/jjstatsplot-0.0.2.26.jmo
win64,R4.1.3,jsurvival-0.0.2.05.jmo,https://library.jamovi.org/win64/R4.1.3/jsurvival-0.0.2.05.jmo
win64,R4.1.3,jsurvival-0.0.2.07.jmo,https://library.jamovi.org/win64/R4.1.3/jsurvival-0.0.2.07.jmo
win64,R4.1.3,jsurvival-0.0.2.14.jmo,https://library.jamovi.org/win64/R4.1.3/jsurvival-0.0.2.14.jmo
win64,R4.1.3,jsurvival-0.0.2.17.jmo,https://library.jamovi.org/win64/R4.1.3/jsurvival-0.0.2.17.jmo
win64,R4.1.3,jsurvival-0.0.2.26.jmo,https://library.jamovi.org/win64/R4.1.3/jsurvival-0.0.2.26.jmo
win64,R4.1.3,meddecide-0.0.2.11.jmo,https://library.jamovi.org/win64/R4.1.3/meddecide-0.0.2.11.jmo
win64,R4.3.2-x64,ClinicoPathDescriptives-0.0.2.26.jmo,https://library.jamovi.org/win64/R4.3.2-x64/ClinicoPathDescriptives-0.0.2.26.jmo
win64,R4.3.2-x64,jjstatsplot-0.0.2.26.jmo,https://library.jamovi.org/win64/R4.3.2-x64/jjstatsplot-0.0.2.26.jmo
win64,R4.3.2-x64,jsurvival-0.0.2.26.jmo,https://library.jamovi.org/win64/R4.3.2-x64/jsurvival-0.0.2.26.jmo
win64,R4.3.2-x64,meddecide-0.0.2.11.jmo,https://library.jamovi.org/win64/R4.3.2-x64/meddecide-0.0.2.11.jmo
win64,R4.4.1-x64,ClinicoPathDescriptives-0.0.2.26.jmo,https://library.jamovi.org/win64/R4.4.1-x64/ClinicoPathDescriptives-0.0.2.26.jmo
win64,R4.4.1-x64,ClinicoPathDescriptives-0.0.2.59.jmo,https://library.jamovi.org/win64/R4.4.1-x64/ClinicoPathDescriptives-0.0.2.59.jmo
win64,R4.4.1-x64,jjstatsplot-0.0.2.26.jmo,https://library.jamovi.org/win64/R4.4.1-x64/jjstatsplot-0.0.2.26.jmo
win64,R4.4.1-x64,jsurvival-0.0.2.26.jmo,https://library.jamovi.org/win64/R4.4.1-x64/jsurvival-0.0.2.26.jmo
win64,R4.4.1-x64,jsurvival-0.0.2.48.jmo,https://library.jamovi.org/win64/R4.4.1-x64/jsurvival-0.0.2.48.jmo
win64,R4.4.1-x64,jsurvival-0.0.2.59.jmo,https://library.jamovi.org/win64/R4.4.1-x64/jsurvival-0.0.2.59.jmo
win64,R4.4.1-x64,jsurvival-0.0.2.82.jmo,https://library.jamovi.org/win64/R4.4.1-x64/jsurvival-0.0.2.82.jmo
win64,R4.4.1-x64,meddecide-0.0.2.11.jmo,https://library.jamovi.org/win64/R4.4.1-x64/meddecide-0.0.2.11.jmo
win64,R4.5.0-x64,ClinicoPathDescriptives-0.0.2.59.jmo,https://library.jamovi.org/win64/R4.5.0-x64/ClinicoPathDescriptives-0.0.2.59.jmo
win64,R4.5.0-x64,ClinicoPathDescriptives-0.0.3.90.jmo,https://library.jamovi.org/win64/R4.5.0-x64/ClinicoPathDescriptives-0.0.3.90.jmo
win64,R4.5.0-x64,ClinicoPathDescriptives-0.0.3.98.jmo,https://library.jamovi.org/win64/R4.5.0-x64/ClinicoPathDescriptives-0.0.3.98.jmo
win64,R4.5.0-x64,jjstatsplot-0.0.2.26.jmo,https://library.jamovi.org/win64/R4.5.0-x64/jjstatsplot-0.0.2.26.jmo
win64,R4.5.0-x64,jjstatsplot-0.0.3.90.jmo,https://library.jamovi.org/win64/R4.5.0-x64/jjstatsplot-0.0.3.90.jmo
win64,R4.5.0-x64,jjstatsplot-0.0.31.jmo,https://library.jamovi.org/win64/R4.5.0-x64/jjstatsplot-0.0.31.jmo
win64,R4.5.0-x64,jsurvival-0.0.2.82.jmo,https://library.jamovi.org/win64/R4.5.0-x64/jsurvival-0.0.2.82.jmo
win64,R4.5.0-x64,jsurvival-0.0.3.90.jmo,https://library.jamovi.org/win64/R4.5.0-x64/jsurvival-0.0.3.90.jmo
win64,R4.5.0-x64,meddecide-0.0.2.11.jmo,https://library.jamovi.org/win64/R4.5.0-x64/meddecide-0.0.2.11.jmo
win64,R4.5.0-x64,meddecide-0.0.3.90.jmo,https://library.jamovi.org/win64/R4.5.0-x64/meddecide-0.0.3.90.jmo
